Amean,ASkew,AKurt,Rmean,RSkew,RKurt,Gmean,GSkew,GKurt,BKurt,Graymean,GraySkew,GrayKurt,Contrast45,Contrast90,Contrast135,Homogeneity45,Homogeneity90,Entropy45,Entropy135,Class,FileAddress
133.2970212842737,-0.428293050931615,0.4807472784595648,133.18684394366198,-0.4627584438733501,-0.10382978715582868,131.57251620820495,-0.3763883454522647,0.2595833858045986,1.6772949731285802,130.74933014109706,-0.4860364589192779,0.31874346117285146,293.6355027443746,177.8693243363404,284.2205621822328,0.6132206881137306,0.6368844447619979,6.805338812667175,6.789428697573078,Dirty (40-60),D://Solar Panels//NoBG\27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame200.jpg
123.19428328085479,-0.15568689837901176,0.4941305381586849,122.56814001427612,-0.1623570774616639,-0.1793162018062855,122.89619241424965,-0.11697309539536525,0.24023665221097,1.9689050156016623,122.21300850426377,-0.2074236846387663,0.31777631208589074,306.92727406940014,186.1911042535648,291.6641053176557,0.3356560064865092,0.3799104118433765,10.851693640996185,10.820055423781767,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame80.jpg
97.66428013520334,1.1863713620978804,1.4979618705766509,92.75003594034314,1.3144986981833973,1.4085650736587445,94.08889884770143,1.3160162369644253,1.543305788409497,2.3596733850194256,93.85522182913364,1.181201366068921,1.5093069382746551,805.336073663305,551.4169556536359,853.0142456710872,0.33699458966764395,0.3828732254546281,10.64122872014368,10.653680699599338,Dirty (0-20),D://Solar Panels//NoBG\5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame70.jpg
155.09400231853402,-2.4059708982454278,7.4365085967347495,155.5450420298331,-2.610041146310135,7.762084535684991,152.91702066273697,-2.3580473555649233,7.316888661743004,7.318616839131259,152.33521849667582,-2.3723694175145837,6.554942670839063,170.96788656854056,112.84742296375336,161.49894027091847,0.636765882347283,0.6558839413868192,5.509873794131019,5.50378573882775,Dirty (80-100),D://Solar Panels//NoBG\27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame660.jpg
121.31411573385805,-0.4780755688241393,1.696592086148529,122.89116579601652,-0.6229458409092234,0.7173222725278636,120.29092712282062,-0.4791114136308871,1.4795859282692352,3.6209000743558777,119.39372017611004,-0.6678965542025666,1.5042659082986989,316.29380382068763,216.16888054935825,311.26069032046667,0.4704455174510235,0.4958171473646863,8.500467561525197,8.497334698283405,Dirty (60-80),D://Solar Panels//NoBG\5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame70.jpg
109.4734401193997,0.4673609338643923,-0.5309379506531839,106.72612962311837,0.4787419049643178,-0.7715120990906891,106.67486996321655,0.4828458349632626,-0.6829088692816123,0.06599282125090689,106.69450841503188,0.4623978133631499,-0.6466801234809636,876.4344494869213,568.6273472612925,866.8819463825621,0.29159806626884505,0.3295648078737278,11.793621532816784,11.783841974672661,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame260.jpg
89.05992261890185,1.6363744344078828,3.2531373530098646,76.89106603172222,2.3999761228712297,5.551443270891104,89.42649255746143,1.909201090004564,4.241805458923508,2.3939798834046693,86.04213259356827,1.8091789698142735,4.130169347332033,577.3526774338372,484.7777872085881,626.6717246484089,0.5611128887713921,0.6000659703958441,8.119094222619207,8.134865059703605,Clean,D://Solar Panels//NoBG\27-8-18\Clean\GOPR1643\GOPR1643-frame800.jpg
139.8255121457837,-1.7619207713912426,7.137456578795438,142.7789807725456,-1.9225732244864118,5.811479540410794,138.57681072832344,-1.7601930114278732,6.9447734892459785,9.621178734594164,137.73460684104282,-2.0460821141447645,6.754935327586919,268.2511183782103,151.43211938597344,272.03603179996213,0.4188862116376301,0.4499607801007112,8.440704497195059,8.44540009194079,Dirty (80-100),D://Solar Panels//NoBG\2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame130.jpg
136.63337022460763,-2.6389568661829164,13.197104658689824,140.66412901986726,-3.1344251863436865,15.920735744028716,138.15395202168,-2.8203954555196518,14.362658312372478,11.599243704073805,135.39523401357823,-2.68433914381862,9.629322004704333,265.2209364452993,200.21486374386677,273.03378132732007,0.6355173591318859,0.6387248071470071,5.5092565645242235,5.512412389274794,Dirty (80-100),D://Solar Panels//NoBG\2-7-18\Dirty (80-100)\3\GOPR0756.JPG
100.0508313012166,0.7161994632876862,-0.2841300194649201,95.457797949463,0.7735015548172526,-0.5516004052423931,96.30082444435,0.7867929602513681,-0.4022415390086049,0.6351082304045552,96.1341996852468,0.7441339063939455,-0.3707720415094511,476.07970113213025,317.70549802761343,488.8627842965946,0.6040614454510954,0.6364447334563349,7.130671245528481,7.134048906940683,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame90.jpg
