Amean,ASkew,AKurt,Rmean,RSkew,RKurt,Gmean,GSkew,GKurt,Bmean,BSkew,BKurt,Graymean,GraySkew,GrayKurt,Contrast45,Contrast90,Contrast135,Dissimilarity45,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy20,Entropy0,Entropy45,Entropy90,Entropy135,Class,FileAddress
125.1436409602915,-0.3552411524537904,0.5569438086737026,124.69320022042221,-0.30633152827766064,-0.06463223723236933,124.90394857272732,-0.29855646158167226,0.3392314629662536,125.83380594803644,-0.4875288949988316,1.8190652336996909,124.11206229441929,-0.3821764686126167,0.3973766163501287,260.9590517851579,180.38272484398755,259.77603212354325,7.086397244704381,7.089997087767411,0.4912337697378464,0.44197985824057495,0.4769500819134276,0.4434474046155204,0.3422744416328535,0.34132139750463764,8.966457558782285,9.421999395561802,9.160972566606787,9.422216058644675,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame1300.jpg
121.41128431764594,-0.17723886224431534,0.4332809987230801,120.62453966477123,-0.1566434613384567,-0.18170795036335047,121.17997257225656,-0.1276198484162595,0.21187452971615794,122.4284928130462,-0.2496096840990461,1.6856182212053286,120.02146120709548,-0.2307045911815913,0.26286343836330683,310.3818038045082,185.32121406861316,289.44368267990126,8.337090922328331,7.997435617413544,0.39325972116191,0.3376824043340586,0.3812840551571833,0.3408023294282705,0.21848992553939048,0.21774740830991107,10.341432852088339,10.86577056178441,10.518030527825523,10.824423531061294,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame170.jpg
140.55817955833936,-1.2699003591418108,0.27431537936930583,140.12205903121028,-1.295565427105227,0.13399000816427753,140.44077382568008,-1.262932308821442,0.24255660444646046,141.1115175332527,-1.2375398932628812,0.44728138011551394,138.3974701218182,-1.212909498160561,0.036778643258319484,160.79876898050546,112.01230409627337,150.49429573707178,3.417526220759761,3.371473564769155,0.7026010157602861,0.6930858356160429,0.7005953633799026,0.6931525662828854,0.6302832359123353,0.6300212963159953,4.9769185612277465,5.0423147445730185,4.9924343267044,5.041148818991358,Dirty (80-100),D://Solar Panels//NoBG\27-8-18\Dirty (80-100)\2\GOPR1409.JPG
122.12966196703606,-0.3237384855845082,0.4642290328227334,121.464170914402,-0.2571539654778157,-0.13658886999731212,121.83734971610184,-0.2634976365590204,0.25180276475444474,123.08747135441881,-0.4829582016135814,1.6887235345724958,120.7106922316612,-0.3615485350521411,0.31048696956409705,284.23081364542765,194.58248253952863,276.61876954128303,7.376241238022433,7.307585354705889,0.4689023780093677,0.4168640847392139,0.4534294914117513,0.418216126798308,0.3119854115108197,0.3106625097782244,9.301239968589938,9.76801752004312,9.492757174096289,9.762883260233997,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame595.jpg
111.72463686397569,-0.17401070911001,-1.2512102003352863,112.22854993987579,-0.16173895918524828,-1.4276545250198818,109.61447410875692,-0.1512498675368861,-1.3940556172404408,113.32422305552906,-0.1856548928260552,-0.8498854338231556,109.58058120015663,-0.18332778254617813,-1.3134036774040072,599.4743996553857,376.04525374268417,601.6900595794252,12.474140790266668,12.4877221082946,0.4188300762872403,0.3914827478001604,0.4163687279707375,0.3912091699534728,0.31300221648649823,0.3125340841080411,9.807170132762316,10.080483443934414,9.836120313986587,10.080401723076903,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame900.jpg
122.02355339155822,-0.1688668620324591,0.4367915738318553,121.27578367496386,-0.15335262994986926,-0.1859312985988164,121.7478427918613,-0.12617995296087958,0.2139601034778309,123.04701559190548,-0.2236626211128644,1.7153070773540335,120.85491854365631,-0.2132396806171372,0.2620042102512796,314.1527971589555,189.65491116176813,294.74323815995444,8.42800718350706,8.122695999320477,0.38661746811504094,0.33006902544791794,0.3745815736980087,0.3330206144428769,0.20793702796578084,0.20752141989712566,10.448943444387037,10.97224585392586,10.620230957239649,10.936240698518484,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame180.jpg
98.79768160473073,1.1810265729924154,1.0880259911101051,90.979294851142,1.3348254710952103,1.1021565659261483,94.56664459699621,1.350527212072694,1.2848847674439083,110.79188736985377,1.165569367934468,1.8223678584099965,94.06173236075827,1.2506703190896449,1.2404292525045335,570.4995560867683,320.4538257428784,545.389870082068,9.921117933285595,9.681542310290297,0.5389394871591036,0.5130465887825253,0.5685247933437398,0.512730753707519,0.4181405164554789,0.4180232413406764,8.267493305799578,8.530235527951858,8.067591444270201,8.52025549924452,Dirty (0-20),D://Solar Panels//NoBG\5-7-18\Dirty (0-20)\8\GOPR1027\GOPR1027-frame60.jpg
158.61902634933352,-0.5765819455973489,1.3308115639275435,164.65971945153262,-0.6872485720366405,1.0315579083990718,154.0606283835705,-0.4542148975210816,0.7555097383553706,157.09931775679357,-0.7101213488595888,2.8610482598250027,154.3244241379703,-0.7788582666878371,1.3650158829039594,246.3122691954553,177.52531667313355,305.730668033798,5.969829068126023,6.289181662642124,0.6935443481161507,0.6793908359900234,0.68923174139296,0.6789306237337118,0.6482177445689645,0.6478337408095151,5.529993990248936,5.660848519487875,5.569211603647809,5.680871312681568,Dirty (40-60),D://Solar Panels//NoBG\27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame4917.jpg
88.88720511285706,1.2756629967624968,1.3329680773089754,82.80360901217955,1.3295797925303563,1.0763783264274442,86.94028837333292,1.3284044881530304,1.28061540806221,96.8981516102033,1.3770546336823064,2.286850110925357,86.0799644317712,1.2947276110759116,1.2692081425139552,765.7464199976746,516.0749732312004,813.6511519740242,11.738014038878473,12.309333690511771,0.5734768224321238,0.5658813343679244,0.5903325468280136,0.5634386197709099,0.5299688963656378,0.5295028106806843,7.3192725281129745,7.4627888677606675,7.176533556118914,7.477915823419784,Dirty (0-20),D://Solar Panels//NoBG\5-7-18\Dirty (0-20)\8\GOPR1011.JPG
121.48252953219101,-0.004553078163850732,0.10736758975190508,120.75858421201052,0.03633588292505943,-0.38775979536105787,121.54384914861309,0.02479761864778857,-0.08813570395650361,122.1461808755205,-0.09237297395809167,1.1088792530331109,120.05915375414459,-0.047293286861829736,-0.07488430783510402,331.9317900522986,201.17524836712255,278.6027421501175,8.296270117662282,7.663278162704817,0.4363245957378191,0.3890015994925682,0.4299799413059569,0.3927359635833811,0.2665826278777633,0.26594311394097697,9.926310805541416,10.37804869545028,10.050067772823366,10.315287655946491,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\17\GOPR1584\GOPR1584-frame300.jpg
