Avar,ASkew,AKurt,Rvar,RSkew,RKurt,Gvar,GSkew,GKurt,Bvar,BSkew,BKurt,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Class,FileAddress
1920.3310878345194,-0.4276136678500172,0.02405182261422123,1908.5576063687881,-0.5705102787723743,-0.08388063690757308,1817.4186096869378,-0.4141340626654301,0.13861015479739036,2033.053718897358,-0.31392578902190643,0.019467160334278862,1834.881842707963,-0.4303102315611023,0.043565317024571996,0.35254774305555553,0.6474522569444444,244.90449135609418,414.7027515194088,261.34240590229484,393.1756413922995,12.444319873510365,0.1539706558295852,0.12606153493747707,0.15932989989242316,0.12606535294386328,0.02290641713956106,0.02110637884705904,0.02276883834689005,0.02111583689385737,Dirty (60-80),D://Solar Panels//Solar Data//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame690.jpg
1387.9969816498922,-0.7426495537426586,0.39981439943460506,1554.0758712284598,-0.7410995254723166,0.04795926649611326,1400.0181308369533,-0.7594168687886348,0.3206503572189883,1202.8730947368192,-0.6908668204958132,0.8961196699004241,1406.6456803532583,-0.7484308614369964,0.28345868327684753,0.2722406684027778,0.7277593315972222,289.61186473807686,491.4515023363397,293.4030152555632,474.15862966656186,12.781149650772456,0.19945633141198407,0.15987881464382675,0.20680225847890807,0.16551057999524585,0.022757336387865527,0.020181871229576938,0.02316527794969636,0.020595601666168323,Dirty (40-60),D://Solar Panels//Solar Data//5-7-18\Dirty (40-60)\17\GOPR1201\GOPR1201-frame160.jpg
917.0159043862508,-0.8033866045132835,1.3143193243076912,1025.25166225696,-0.9669525324737936,1.0349019698343165,947.7375423102189,-0.8606969760951655,1.1962516718811471,773.5109524004889,-0.4396861778975114,1.639234343638457,944.7360546401062,-0.867125407429879,1.1802506476630985,0.20899088541666666,0.7910091145833333,252.85154960472596,429.2640438625009,263.9767787291378,416.66531354359114,12.897407680069936,0.16093014247497395,0.1275653757790938,0.16031218969265046,0.13085033266320728,0.023723398108716667,0.021307472639101932,0.02380023615732385,0.021547483235413858,Dirty (40-60),D://Solar Panels//Solar Data//5-7-18\Dirty (40-60)\17\GOPR1202\GOPR1202-frame50.jpg
1005.9959404797023,-0.6864014614998349,2.0442515867120683,1162.6404195613322,-0.8360459858916756,1.2914667676967475,1012.6633604016297,-0.7185815788632192,1.9361248668216808,838.6266839736643,-0.3697106953720961,3.226188843507072,1022.5120465114979,-0.729993376747763,1.8645872643769732,0.2361512586805556,0.7638487413194445,189.1184519155589,319.5334052485806,183.7162671679416,307.1514232803136,9.848051491897033,0.2150270998922055,0.16943335906688098,0.21159488178224206,0.17392856089605452,0.0306543074019511,0.027380149898270943,0.03013348073254476,0.027754562604369197,Dirty (60-80),D://Solar Panels//Solar Data//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame90.jpg
2134.8742538374663,-0.2391756126488881,-0.5650309363042889,2487.199831777773,-0.2646566914920017,-0.8703753732579473,2242.886252992908,-0.2655231200368595,-0.6894888067034901,1665.9424502645404,-0.07352360299021997,-0.059016423729021376,2236.6356982125526,-0.2549666607429166,-0.6995907450934209,0.3827300347222222,0.6172699652777778,391.78242984970876,707.6047448839224,418.4122316150905,671.0039125664277,15.193035892740443,0.1747067514334687,0.13874480143665496,0.18255495887498688,0.1444551186528725,0.01752086174819889,0.015390523268101634,0.017807171972802738,0.015756853388789224,Dirty (20-40),D://Solar Panels//Solar Data//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame260.jpg
2596.0368345988136,-0.16627647931546227,-0.6469430874934052,3055.926670850149,-0.23447194976397945,-0.9334331522160711,2747.834455711405,-0.19603113209158368,-0.8144336225216722,1979.6136120487524,0.07624981769576336,-0.08511568950707682,2741.200817127441,-0.19108859848093265,-0.8071912072868361,0.3778074074074074,0.6221925925925926,330.28506598495807,538.8745390304251,273.68215769971863,531.6781796689007,14.8071381730771,0.16988777346879674,0.1326549773059165,0.1987705544364788,0.13562948816619652,0.01866823864656832,0.016458848153363032,0.019266456154008932,0.01669292787388274,Dirty (0-20),D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0820.JPG
2962.4026877633537,0.3572343282301542,-1.1004757443150401,3532.944746531127,0.3336462011340304,-1.3301812706098115,3170.9697903479955,0.3587066251068224,-1.2451716232871224,2161.1825709291143,0.5185782851100753,-0.5574350404777086,3155.9477289918605,0.3608218556297937,-1.23809938296205,0.5726334635416667,0.4273665364583333,402.2615367908956,858.3250246574327,559.2197561717662,835.3683608434532,16.330169279937707,0.16944731508168265,0.13271145353238886,0.1789437498233361,0.13445974829003174,0.016960971131223322,0.015159645707410655,0.017887378963229027,0.015265632490406366,Dirty (0-20),D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame980.jpg
674.7316130278978,-0.997143047972404,3.3738351351441715,829.3637853113057,-1.1952784527764075,2.275751601331212,671.6686294215401,-1.050159971410207,3.357941829889968,518.8718943599703,-0.4170071936568908,4.854050957710474,683.2565476551804,-1.0624485174429432,3.1811369821131583,0.15912760416666666,0.8408723958333333,132.27045434801494,211.25648406210937,119.74117480876218,207.49428719629486,8.477054722646015,0.20476420154779987,0.166919990583532,0.2129250167444694,0.16887234734054993,0.03352644040408183,0.030820650056195005,0.034102281031892716,0.03104111828849895,Dirty (80-100),D://Solar Panels//Solar Data//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame50.jpg
2532.1124086831605,0.9649452059463672,0.5825516466491689,3193.706776243419,0.7274106327135776,-0.5674889516407999,2457.399397610295,0.8655684519614528,0.4097624677566731,1774.4260060932854,1.2722616029363545,3.340817296642596,2458.042150406001,0.8620167889312357,0.3720711584261713,0.6908441840277778,0.30915581597222225,263.47549517852474,630.4208955840631,424.455367698192,636.3003128530743,14.042079119096215,0.2326093325422052,0.17434543459957152,0.23530394636504254,0.1750514222819196,0.025973346994523885,0.02214128999770637,0.026598430267020842,0.02216260479404845,Dirty (0-20),D://Solar Panels//Solar Data//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame440.jpg
1071.9942259509298,-1.1779097264195446,1.3373577705648154,1212.429977356709,-1.2640092667249792,1.0749560656438462,1098.9281495652897,-1.214767481553238,1.2693951060245237,897.4808535719023,-0.9360827311380904,1.4796865327942896,1100.1000759343485,-1.2153784962858911,1.2314040363850376,0.1952126736111111,0.8047873263888888,191.39465728433686,321.80288842661105,199.3387712969403,321.45960585079797,10.40691887024918,0.1978135306716317,0.1578740185467514,0.1933352470285924,0.1610182923908998,0.02970342296360321,0.02673407274066733,0.02930875014645658,0.026982384816754308,Dirty (60-80),D://Solar Panels//Solar Data//5-7-18\Dirty (60-80)\19\GOPR1237\GOPR1237-frame600.jpg
