Classifier,Count,Cycle,Split,Train Acc,Test Acc,F1 Score,Train Time (ms),clfs per ms,Confusion Matrix,Params
KNN,Full,0,0,1.0,0.9822695035460993,5.911128088999409,48.07257652282715,113.79965090139119,"[[23  0  0  0  0  0]
 [ 0 35  3  1  0  0]
 [ 0  0 89  1  0  0]
 [ 0  0  0 62  0  0]
 [ 0  0  0  0 40  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,1,1.0,0.9822064056939501,5.895754666443089,45.97315788269043,113.83279022751232,"[[22  0  0  0  0  0]
 [ 0 36  2  0  0  1]
 [ 0  2 88  0  0  0]
 [ 0  0  0 62  0  0]
 [ 0  0  0  0 40  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,2,1.0,0.9750889679715302,5.845385659856326,49.7699499130249,108.88477044030932,"[[22  0  0  0  0  0]
 [ 1 37  1  0  0  0]
 [ 0  1 88  1  0  0]
 [ 0  0  1 61  0  0]
 [ 0  0  0  0 40  0]
 [ 0  0  0  1  1 26]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,3,1.0,0.9712230215827338,5.866702315448213,50.2697229385376,104.47509441253392,"[[22  0  0  0  0  0]
 [ 0 36  2  0  0  0]
 [ 0  3 86  0  0  0]
 [ 0  0  3 59  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,4,1.0,0.9856115107913669,5.928115392391442,49.471354484558105,109.01527555869563,"[[22  0  0  0  0  0]
 [ 0 35  2  1  0  0]
 [ 0  0 88  1  0  0]
 [ 0  0  0 62  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,5,1.0,0.9856115107913669,5.923696987843048,49.97050762176514,109.00397008662308,"[[22  0  0  0  0  0]
 [ 0 37  1  0  0  0]
 [ 0  1 87  0  1  0]
 [ 0  1  0 61  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,6,1.0,0.9855595667870036,5.908638362700312,47.77250289916992,114.02459527989922,"[[22  0  0  0  0  0]
 [ 0 35  1  2  0  0]
 [ 0  0 89  0  0  0]
 [ 0  0  0 62  0  0]
 [ 0  0  0  0 38  1]
 [ 0  0  0  0  0 27]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,7,1.0,0.9675090252707581,5.8123243020042015,46.36976718902588,119.44249591070621,"[[22  0  0  0  0  0]
 [ 1 36  1  0  0  0]
 [ 0  2 84  2  0  1]
 [ 0  0  1 61  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  1 26]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,8,1.0,0.9855072463768116,5.9302891395348185,51.87051296234131,125.46443270724764,"[[22  0  0  0  0  0]
 [ 0 35  3  0  0  0]
 [ 0  0 88  1  0  0]
 [ 0  0  0 61  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 27]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,0,9,1.0,0.9637681159420289,5.8192331833275714,50.571489334106445,104.54704358625195,"[[22  0  0  0  0  0]
 [ 0 32  5  1  0  0]
 [ 0  0 88  1  0  0]
 [ 0  0  2 58  0  1]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 27]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,1,0,1.0,0.9787234042553191,5.866773732761588,48.17194938659668,113.7836104427323,"[[23  0  0  0  0  0]
 [ 1 36  1  1  0  0]
 [ 0  2 87  0  0  1]
 [ 0  0  0 62  0  0]
 [ 0  0  0  0 40  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,1,1,1.0,0.9928825622775801,5.958717138438781,63.16335201263428,113.80440884478607,"[[22  0  0  0  0  0]
 [ 0 37  0  2  0  0]
 [ 0  0 90  0  0  0]
 [ 0  0  0 62  0  0]
 [ 0  0  0  0 40  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,1,2,1.0,0.9786476868327402,5.87511662231646,49.36962127685547,71.55505436793199,"[[22  0  0  0  0  0]
 [ 1 36  1  1  0  0]
 [ 0  2 88  0  0  0]
 [ 0  0  1 61  0  0]
 [ 0  0  0  0 40  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,1,3,1.0,0.9712230215827338,5.854954924370188,49.57282543182373,113.8803205218136,"[[22  0  0  0  0  0]
 [ 0 33  4  0  0  1]
 [ 0  0 88  1  0  0]
 [ 0  0  2 60  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
KNN,Full,1,4,1.0,0.9676258992805755,5.85782172119349,46.06952667236328,104.48132546954577,"[[22  0  0  0  0  0]
 [ 0 34  4  0  0  0]
 [ 0  0 86  3  0  0]
 [ 0  0  2 60  0  0]
 [ 0  0  0  0 39  0]
 [ 0  0  0  0  0 28]]","KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=2,
           weights='distance')"
